113 1.13	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
114 1.14	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
115 1.15	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
116 1.16	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
117 1.17	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
118 1.18	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
119 1.19	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
120 1.2	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
121 1.21	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
122 1.22	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
123 1.23	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
124 1.24	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
125 1.25	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
126 1.26	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
127 1.27	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
128 1.28	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
129 1.29	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
130 1.3	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
131 1.31	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
132 1.32	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
133 1.33	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
134 1.34	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
135 1.35	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
136 1.36	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
137 1.37	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
138 1.38	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
139 1.39	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
140 1.4	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
141 1.41	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
142 1.42	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
143 1.43	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
144 1.44	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
145 1.45	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
146 1.46	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
147 1.47	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
148 1.48	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
149 1.49	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
150 1.5	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
151 1.51	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
152 1.52	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
153 1.53	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
154 1.54	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
155 1.55	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
156 1.56	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
157 1.57	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
158 1.58	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
159 1.59	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
160 1.6	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
161 1.61	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
162 1.62	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
163 1.63	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
164 1.64	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
165 1.65	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
166 1.66	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
167 1.67	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
168 1.68	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
169 1.69	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
170 1.7	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
171 1.71	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
172 1.72	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
173 1.73	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
174 1.74	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
175 1.75	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
176 1.76	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
177 1.77	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
178 1.78	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
179 1.79	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
180 1.8	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
181 1.81	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
182 1.82	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
183 1.83	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
184 1.84	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
185 1.85	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
186 1.86	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
187 1.87	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
188 1.88	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
189 1.89	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
190 1.9	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
191 1.91	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
192 1.92	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
193 1.93	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
194 1.94	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
195 1.95	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
196 1.96	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
197 1.97	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
198 1.98	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
199 1.99	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
200 2	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
201 2.01	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
202 2.02	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
203 2.03	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
204 2.04	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
205 2.05	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
206 2.06	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
207 2.07	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
208 2.08	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
209 2.09	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
210 2.1	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
211 2.11	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
212 2.12	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
213 2.13	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
214 2.14	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
215 2.15	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
216 2.16	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
217 2.17	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
218 2.18	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
219 2.19	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
220 2.2	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
221 2.21	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
222 2.22	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
223 2.23	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
224 2.24	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
225 2.25	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
226 2.26	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
227 2.27	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
228 2.28	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
229 2.29	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
230 2.3	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
231 2.31	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
232 2.32	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
233 2.33	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
234 2.34	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
235 2.35	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
236 2.36	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
237 2.37	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
238 2.38	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
239 2.39	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
240 2.4	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
241 2.41	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
242 2.42	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
243 2.43	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
244 2.44	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
245 2.45	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
246 2.46	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
247 2.47	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
248 2.48	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
249 2.49	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
250 2.5	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
251 2.51	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
252 2.52	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
253 2.53	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
254 2.54	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
255 2.55	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
256 2.56	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
257 2.57	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
258 2.58	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
259 2.59	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
260 2.6	-6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68 -6.27744e+66 -6.27744e+67 -6.27744e+68
